code,name,market,price,market_cap,amount
192650,드림텍,KOSPI,8140,536300000000.0,21590.0
082740,한화엔진,KOSPI,50500,4214100000000.0,21194.0
119850,지엔씨에너지,KOSDAQ,53000,871800000000.0,20408.0
001210,금호전기,KOSPI,10510,131700000000.0,20256.0
203650,드림시큐리티,KOSDAQ,2795,284300000000.0,19511.0
054920,한컴위드,KOSDAQ,4990,140800000000.0,19376.0
084370,유진테크,KOSDAQ,142500,3265500000000.0,19062.0
253590,네오셈,KOSDAQ,13180,578200000000.0,18968.0
347850,디앤디파마텍,KOSDAQ,44600,2051400000000.0,18716.0
050890,쏠리드,KOSDAQ,9420,572300000000.0,18424.0
052710,아모텍,KOSDAQ,17100,319400000000.0,17862.0
090460,비에이치,KOSPI,19420,654700000000.0,17830.0
214450,파마리서치,KOSDAQ,326000,3387000000000.0,17646.0
281820,케이씨텍,KOSPI,79100,1566100000000.0,17560.0
024060,흥구석유,KOSDAQ,12710,190700000000.0,16620.0
023530,롯데쇼핑,KOSPI,110200,3117400000000.0,16509.0
440110,파두,KOSDAQ,65500,3282300000000.0,16382.0
004170,신세계,KOSPI,359500,3395500000000.0,16009.0
126340,비나텍,KOSDAQ,84700,608200000000.0,15449.0
077360,덕산하이메탈,KOSDAQ,12370,562100000000.0,15309.0
200470,에이팩트,KOSDAQ,8130,356300000000.0,15296.0
252990,샘씨엔에스,KOSDAQ,18260,1099600000000.0,15217.0
229640,LS에코에너지,KOSPI,61300,1877300000000.0,14766.0
092870,엑시콘,KOSDAQ,38150,497900000000.0,14660.0
192820,코스맥스,KOSPI,274500,3115400000000.0,14628.0
047920,HLB제약,KOSDAQ,7370,241700000000.0,14436.0
950160,코오롱티슈진,KOSDAQ,15380,1306800000000.0,14351.0
265740,엔에프씨,KOSDAQ,7880,140800000000.0,14276.0
454910,두산로보틱스,KOSPI,70500,4569800000000.0,14149.0
417200,LS머트리얼즈,KOSDAQ,13830,935600000000.0,14110.0
012210,삼미금속,KOSDAQ,11070,255200000000.0,13963.0
183300,코미코,KOSDAQ,31700,1628200000000.0,13907.0
051900,LG생활건강,KOSPI,299000,4477700000000.0,13851.0
138080,오이솔루션,KOSDAQ,27700,342900000000.0,13802.0
127120,제이에스링크,KOSDAQ,34400,1275000000000.0,13785.0
067290,JW신약,KOSDAQ,3275,183500000000.0,13383.0
388790,라이콤,KOSDAQ,5450,166800000000.0,13269.0
009900,명신산업,KOSPI,8680,455400000000.0,13013.0
158430,아톤,KOSDAQ,5650,138300000000.0,12891.0
053260,금강철강,KOSDAQ,7240,135500000000.0,12832.0
0039P0,매드업,KOSDAQ,7760,145900000000.0,12747.0
204320,HL만도,KOSPI,47400,2225800000000.0,12656.0
080580,오킨스전자,KOSDAQ,23150,488300000000.0,12592.0
064760,티씨케이,KOSDAQ,269000,3007300000000.0,12506.0
145020,휴젤,KOSDAQ,207500,2596900000000.0,12405.0
005290,동진쎄미켐,KOSDAQ,42700,2176400000000.0,12391.0
112610,씨에스윈드,KOSPI,50400,2125400000000.0,12250.0
420770,기가비스,KOSDAQ,111400,1412100000000.0,12214.0
274090,켄코아에어로스페이스,KOSDAQ,12590,173400000000.0,12030.0
141080,리가켐바이오,KOSDAQ,81600,3020800000000.0,11963.0
099750,이지케어텍,KOSDAQ,7670,104800000000.0,11943.0
003350,한국화장품제조,KOSPI,15250,345600000000.0,11880.0
098120,마이크로컨텍솔,KOSDAQ,57800,480500000000.0,11798.0
140410,메지온,KOSDAQ,79300,2428300000000.0,11733.0
087010,펩트론,KOSDAQ,159700,3723800000000.0,11702.0
356860,티엘비,KOSDAQ,38450,911300000000.0,11513.0
950250,테라뷰,KOSDAQ,3515,125500000000.0,11443.0
020150,롯데에너지머티리얼즈,KOSPI,41700,2183600000000.0,11315.0
001450,현대해상,KOSPI,48800,4160100000000.0,11108.0
294570,쿠콘,KOSDAQ,28750,290100000000.0,11024.0
195870,해성디에스,KOSPI,56900,967300000000.0,10752.0
078600,대주전자재료,KOSDAQ,89100,1399200000000.0,10573.0
036570,NC,KOSPI,207500,4470400000000.0,10572.0
023160,태광,KOSDAQ,27450,710100000000.0,10531.0
032500,케이엠더블유,KOSDAQ,19380,817700000000.0,10356.0
