code,name,market,price,market_cap,amount
141080,리가켐바이오,KOSDAQ,81900,3031900000000.0,15648.0
051160,지어소프트,KOSDAQ,12010,185800000000.0,15461.0
051600,한전KPS,KOSPI,47050,2117300000000.0,15391.0
071970,HD현대마린엔진,KOSPI,52100,1767300000000.0,15329.0
144960,뉴파워프라즈마,KOSDAQ,10230,447000000000.0,15211.0
131290,티에스이,KOSDAQ,243000,2687900000000.0,14979.0
091580,상신이디피,KOSDAQ,22800,303900000000.0,14518.0
440110,파두,KOSDAQ,61000,3056800000000.0,14222.0
158430,아톤,KOSDAQ,5620,137600000000.0,14091.0
077360,덕산하이메탈,KOSDAQ,11550,524800000000.0,13840.0
018880,한온시스템,KOSPI,3450,3540600000000.0,13734.0
011780,금호석유화학,KOSPI,120200,3023900000000.0,13513.0
090710,휴림로봇,KOSDAQ,6490,775900000000.0,13497.0
007070,GS리테일,KOSPI,23400,1956400000000.0,13484.0
0220W0,한화머시너리앤서비스홀딩스,KOSPI,6350,536700000000.0,13425.0
204320,HL만도,KOSPI,48250,2265700000000.0,13131.0
237690,에스티팜,KOSDAQ,92700,1935300000000.0,13058.0
