scan,day,code,name,score,lag,mode,trend,trigger_close,entry_open,signal_bar
2026-05-12 11:00:00+09:00,2026-05-12,090360,로보스타,79.69835782195322,60,money,True,76700.0,70200.0,2026-05-12 09:00:00+09:00
2026-08-03 11:00:00+09:00,2026-08-03,090360,로보스타,65.56824420807224,0,money,True,68200.0,68200.0,2026-08-03 10:00:00+09:00
2026-08-04 11:00:00+09:00,2026-08-04,090360,로보스타,63.70786142330113,0,money,True,70700.0,70700.0,2026-08-04 10:00:00+09:00
2026-08-05 11:00:00+09:00,2026-08-05,090360,로보스타,53.4668003091792,0,hold,True,72200.0,72400.0,2026-08-05 10:00:00+09:00
2026-08-05 11:00:00+09:00,2026-08-05,090360,로보스타,60.70423222606706,60,money,True,72200.0,72400.0,2026-08-05 09:00:00+09:00
2026-06-26 11:00:00+09:00,2026-06-26,073240,금호타이어,78.63807345210184,0,money,True,4975.0,4970.0,2026-06-26 10:00:00+09:00
2026-07-10 11:00:00+09:00,2026-07-10,073240,금호타이어,73.4656060725084,0,hold,True,7220.0,7800.0,2026-07-10 10:00:00+09:00
2026-07-10 11:00:00+09:00,2026-07-10,073240,금호타이어,73.4656060725084,0,money,True,7800.0,7800.0,2026-07-10 10:00:00+09:00
2026-07-10 11:00:00+09:00,2026-07-10,073240,금호타이어,73.03304590306966,60,money,True,7220.0,7800.0,2026-07-10 09:00:00+09:00
2026-07-31 11:00:00+09:00,2026-07-31,073240,금호타이어,76.87279269272383,60,money,False,7270.0,7000.0,2026-07-31 09:00:00+09:00
2026-09-01 11:00:00+09:00,2026-09-01,073240,금호타이어,80.30806999874099,60,money,False,7650.0,7550.0,2026-09-01 09:00:00+09:00
2026-06-26 11:00:00+09:00,2026-06-26,477850,마키나락스,76.59623530297047,0,hold,False,18650.0,19180.0,2026-06-26 10:00:00+09:00
2026-06-26 11:00:00+09:00,2026-06-26,477850,마키나락스,83.03297331617922,60,money,False,18650.0,19180.0,2026-06-26 09:00:00+09:00
2026-01-22 11:00:00+09:00,2026-01-22,0007C0,아크릴,65.80958111344326,0,hold,False,30600.0,31250.0,2026-01-22 10:00:00+09:00
